,emp_length Encoded,home_ownership Encoded,purpose Encoded,addr_state Encoded,loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,mths_since_last_delinq,open_acc,mths_since_first_cr_line,term,revol_bal,total_acc,out_prncp,predicted_loan_status
4208,9,4,10,23,18225.0,10.16,589.44,52500.0,25.21,0.0,0.0,8.0,242.8,36.0,8065.0,12.0,0.0,good
3704,6,0,3,22,8000.0,6.62,245.63,72000.0,23.58,0.0,0.0,14.0,435.0,36.0,12447.0,56.0,0.0,good
1467,2,4,2,12,15000.0,8.9,476.3,80000.0,5.88,0.0,0.0,21.0,330.3,36.0,16439.0,45.0,0.0,good
979,1,0,2,10,6200.0,6.62,190.37,55000.0,13.7,0.0,0.0,9.0,307.6,36.0,5600.0,24.0,0.0,good
4907,6,0,2,4,24575.0,13.11,829.34,108000.0,32.17,0.0,74.0,13.0,279.8,36.0,29613.0,26.0,0.0,good
2590,3,0,2,43,28100.0,11.14,612.93,161650.59,15.05,0.0,0.0,16.0,257.0,60.0,5722.0,50.0,0.0,good
3670,3,0,0,35,12000.0,13.99,279.16,28800.0,19.38,0.0,29.0,18.0,498.4,60.0,7509.0,63.0,0.0,good
4527,0,0,2,14,33075.0,17.27,826.81,79000.0,20.6,0.0,0.0,13.0,416.8,60.0,33151.0,35.0,0.0,good
6195,1,0,2,10,12000.0,9.71,385.58,53000.0,19.97,0.0,0.0,10.0,308.1,36.0,8692.0,25.0,0.0,good
4392,1,0,2,18,13000.0,15.31,452.63,82766.22,5.35,0.0,46.0,11.0,336.5,36.0,11578.0,22.0,0.0,good
1875,1,4,1,4,8900.0,12.12,296.12,64000.0,23.51,0.0,0.0,18.0,361.2,36.0,22410.0,46.0,0.0,good
203,1,4,2,37,10000.0,7.51,311.11,55000.0,25.83,0.0,46.0,9.0,309.1,36.0,14195.0,21.0,0.0,good
1053,10,4,2,4,5850.0,17.77,210.82,57000.0,8.55,0.0,0.0,6.0,178.0,36.0,1274.0,8.0,0.0,good
8892,1,3,2,9,1200.0,9.67,38.54,58000.0,5.23,0.0,0.0,11.0,396.6,36.0,14199.0,20.0,0.0,good
6915,5,4,2,20,4000.0,19.2,147.03,60000.0,0.84,0.0,0.0,3.0,226.9,36.0,1354.0,5.0,0.0,good
4944,1,0,1,42,6000.0,12.12,199.63,58100.0,27.37,0.0,0.0,12.0,342.4,36.0,17479.0,29.0,0.0,good
3862,1,4,1,16,5125.0,12.12,170.52,35866.0,22.58,0.0,57.0,9.0,305.6,36.0,4989.0,22.0,0.0,good
1764,4,0,3,10,31300.0,17.27,782.44,150000.0,12.7,2.0,11.0,13.0,298.7,60.0,15223.0,24.0,0.0,good
3848,1,4,2,10,7000.0,12.12,232.91,35000.0,33.19,0.0,0.0,16.0,341.7,36.0,22829.0,26.0,0.0,good
4442,4,0,2,37,7200.0,14.09,246.4,65000.0,25.31,0.0,48.0,15.0,268.5,36.0,12670.0,23.0,0.0,good
5080,0,0,2,28,22500.0,17.27,562.46,69200.0,19.37,0.0,0.0,13.0,232.8,60.0,47186.0,33.0,0.0,good
592,8,4,2,37,18500.0,17.27,662.07,67000.0,22.66,0.0,0.0,10.0,371.8,36.0,6995.0,25.0,0.0,good
4328,2,3,2,18,17050.0,17.77,614.44,38000.0,24.92,0.0,69.0,7.0,364.0,36.0,28565.0,26.0,0.0,good
4768,5,0,2,4,24000.0,6.03,730.46,120000.0,8.42,0.0,0.0,12.0,278.2,36.0,23801.0,23.0,0.0,good
1480,4,4,2,22,19425.0,21.0,525.52,43680.0,18.05,0.0,72.0,7.0,280.0,60.0,12418.0,30.0,0.0,good
1415,1,0,2,4,35000.0,21.49,956.55,126000.0,11.97,2.0,6.0,12.0,415.6,60.0,7321.0,29.0,0.0,good
3719,5,4,2,28,12000.0,16.29,423.61,70000.0,18.26,0.0,32.0,18.0,430.8,36.0,19248.0,25.0,0.0,good
6908,3,0,2,32,12000.0,12.99,404.27,50000.0,11.33,0.0,0.0,11.0,172.9,36.0,7648.0,12.0,0.0,good
4620,1,4,1,38,10000.0,14.09,342.22,40000.0,19.58,0.0,50.0,8.0,344.1,36.0,17765.0,36.0,0.0,good
6429,7,4,2,39,25475.0,18.85,658.74,57000.0,33.02,0.0,70.0,9.0,424.5,60.0,9671.0,31.0,0.0,good
4390,5,0,2,37,20000.0,14.33,686.77,65000.0,10.8,1.0,9.0,17.0,277.6,36.0,17568.0,32.0,0.0,good
6646,5,4,1,18,24000.0,15.22,573.74,68000.0,10.48,0.0,0.0,20.0,342.8,60.0,28000.0,25.0,0.0,good
2214,7,4,1,28,13775.0,19.72,509.97,52000.0,34.96,1.0,3.0,15.0,315.3,36.0,12512.0,43.0,0.0,good
2242,5,0,2,9,12000.0,16.29,293.67,40560.0,6.86,0.0,0.0,7.0,294.3,60.0,10044.0,21.0,0.0,good
462,4,0,2,23,6850.0,13.11,231.17,75000.0,19.9,0.0,0.0,21.0,313.4,36.0,27642.0,45.0,0.0,good
103,1,3,2,39,12000.0,10.65,390.88,89000.0,5.38,0.0,0.0,7.0,303.1,36.0,11939.0,8.0,0.0,good
6903,1,0,1,4,20000.0,9.25,638.33,151000.0,13.13,0.0,69.0,14.0,310.9,36.0,17877.0,25.0,0.0,good
4608,1,0,2,30,12000.0,13.11,404.97,53000.0,15.55,2.0,6.0,5.0,292.6,36.0,12301.0,23.0,0.0,good
836,5,4,2,9,6000.0,12.12,199.63,25000.0,20.5,0.0,0.0,10.0,234.8,36.0,4432.0,27.0,0.0,good
437,0,4,2,15,8500.0,13.67,289.15,40000.0,4.75,0.0,0.0,8.0,212.6,36.0,5274.0,10.0,0.0,good
949,11,3,10,6,21000.0,11.14,688.91,154000.0,17.35,0.0,36.0,14.0,572.8,36.0,59300.0,19.0,0.0,good
4201,2,4,2,4,20000.0,22.95,563.24,87000.0,29.83,2.0,23.0,16.0,236.9,60.0,12082.0,41.0,0.0,good
3194,5,3,2,39,1200.0,13.68,40.83,37000.0,32.43,0.0,0.0,16.0,210.8,36.0,8691.0,28.0,0.0,good
2792,1,0,2,4,20000.0,11.14,656.11,110000.0,8.24,1.0,22.0,7.0,268.2,36.0,9542.0,20.0,0.0,good
1297,3,4,0,28,10000.0,14.09,342.22,57000.0,11.14,0.0,0.0,9.0,195.4,36.0,5239.0,13.0,0.0,good
59,0,4,2,4,7050.0,7.9,220.6,83000.0,20.08,0.0,0.0,10.0,320.3,36.0,22388.0,19.0,0.0,good
2062,1,4,2,23,25475.0,23.28,722.26,99877.0,15.54,8.0,13.0,10.0,279.1,60.0,20045.0,27.0,0.0,good
837,1,0,2,3,14000.0,15.31,487.45,60000.0,13.92,0.0,0.0,9.0,309.7,36.0,8462.0,24.0,0.0,good
4464,10,3,2,15,20250.0,19.72,533.36,45000.0,20.13,0.0,53.0,18.0,292.2,60.0,26336.0,31.0,0.0,good
2089,7,0,1,37,24500.0,7.9,766.62,80000.0,9.75,0.0,0.0,6.0,321.9,36.0,26550.0,11.0,0.0,good
66,3,0,2,4,12000.0,6.03,365.23,85000.0,3.98,0.0,0.0,8.0,326.6,36.0,18443.0,17.0,0.0,good
742,1,3,2,8,22800.0,20.49,610.3,57000.0,14.05,0.0,32.0,7.0,369.5,60.0,18521.0,28.0,0.0,good
4461,2,4,1,37,3000.0,21.0,113.03,13000.0,21.51,0.0,0.0,6.0,183.7,36.0,2938.0,6.0,0.0,good
184,10,4,2,42,2500.0,14.27,58.53,34320.0,16.68,0.0,0.0,8.0,276.2,60.0,2069.0,19.0,0.0,good
4489,6,4,2,29,6350.0,12.12,211.28,36000.0,26.6,1.0,23.0,7.0,342.9,36.0,16107.0,19.0,0.0,good
7423,6,4,2,4,12000.0,15.61,419.58,60000.0,29.29,0.0,0.0,13.0,212.6,36.0,8946.0,42.0,0.0,good
255,10,4,1,4,13600.0,6.03,413.93,55000.0,26.24,0.0,42.0,8.0,281.3,36.0,16420.0,20.0,0.0,good
4326,1,0,2,10,20000.0,16.29,706.01,70000.0,21.4,0.0,39.0,15.0,267.1,36.0,24145.0,28.0,0.0,good
2512,1,4,2,4,13200.0,15.8,462.78,50000.0,27.41,0.0,0.0,9.0,238.2,36.0,21399.0,16.0,0.0,good
2408,4,4,2,9,6000.0,13.11,202.49,65000.0,27.43,0.0,0.0,17.0,244.6,36.0,20916.0,30.0,0.0,good
1307,0,0,2,31,16000.0,12.12,532.35,100000.0,2.04,0.0,35.0,11.0,427.4,36.0,6369.0,29.0,0.0,good
7665,7,0,3,25,20000.0,14.3,686.48,760000.0,4.09,1.0,14.0,11.0,369.2,36.0,59439.0,37.0,0.0,good
6506,5,0,2,11,16900.0,18.85,618.21,54000.0,12.51,0.0,70.0,9.0,350.2,36.0,12325.0,20.0,0.0,good
1004,0,4,2,28,11300.0,14.09,386.71,128000.0,14.74,0.0,79.0,9.0,307.4,36.0,5979.0,26.0,0.0,good
93,1,4,2,4,7000.0,7.9,219.04,85000.0,24.58,0.0,0.0,7.0,328.2,36.0,26078.0,18.0,0.0,good
5007,11,0,1,37,35000.0,16.29,856.54,109000.0,15.72,0.0,0.0,11.0,375.2,60.0,22460.0,39.0,0.0,good
738,6,4,1,37,12000.0,12.12,399.26,42000.0,31.69,0.0,78.0,13.0,315.5,36.0,14952.0,19.0,0.0,good
249,5,0,2,4,6000.0,6.62,184.23,53000.0,4.3,0.0,0.0,14.0,218.4,36.0,4386.0,29.0,0.0,good
2445,0,4,2,28,21250.0,14.09,727.21,48000.0,28.93,0.0,0.0,15.0,267.4,36.0,20934.0,33.0,0.0,good
2840,6,0,2,3,16800.0,17.77,424.52,52000.0,16.96,0.0,0.0,14.0,327.0,60.0,11867.0,34.0,0.0,good
4585,6,3,3,9,1000.0,23.28,38.86,12000.0,16.0,0.0,0.0,11.0,232.4,36.0,480.0,20.0,0.0,good
2152,1,0,2,2,16000.0,16.29,564.81,75000.0,19.07,0.0,0.0,12.0,304.7,36.0,16775.0,23.0,0.0,good
9012,1,0,2,4,8000.0,10.99,261.88,79200.0,28.57,1.0,19.0,22.0,272.7,36.0,10684.0,40.0,0.0,good
457,5,3,7,4,1100.0,7.9,34.42,31680.0,3.71,0.0,29.0,4.0,300.4,36.0,2947.0,10.0,0.0,good
1283,0,4,2,32,24250.0,19.05,629.73,60000.0,22.28,0.0,31.0,15.0,503.6,60.0,29959.0,24.0,0.0,good
2469,1,0,8,4,9600.0,15.8,336.57,72000.0,29.57,0.0,0.0,8.0,248.4,36.0,31812.0,32.0,0.0,good
697,2,0,1,1,20000.0,22.78,561.29,60000.0,20.52,0.0,80.0,14.0,276.9,60.0,20910.0,37.0,0.0,good
7539,6,0,5,32,16000.0,15.61,385.79,70000.0,18.76,0.0,0.0,27.0,362.5,60.0,13905.0,34.0,0.0,good
2988,6,4,2,28,12000.0,11.55,396.0,89000.0,15.78,0.0,0.0,11.0,244.5,36.0,13941.0,23.0,0.0,good
1191,3,4,2,10,14400.0,15.31,501.37,50000.0,13.66,0.0,0.0,11.0,240.1,36.0,22405.0,23.0,0.0,good
3658,0,4,2,4,2800.0,8.9,88.91,57000.0,6.06,0.0,0.0,7.0,246.6,36.0,9601.0,27.0,0.0,good
2832,1,0,2,29,5800.0,12.12,192.98,66000.0,28.62,0.0,0.0,11.0,360.8,36.0,24726.0,26.0,0.0,good
4296,10,4,1,10,18000.0,7.9,563.23,70000.0,18.36,0.0,0.0,16.0,341.3,36.0,12522.0,57.0,0.0,good
100,3,4,1,4,11000.0,9.91,354.48,40000.0,13.57,0.0,0.0,16.0,248.1,36.0,9276.0,25.0,0.0,good
208,6,0,2,4,27575.0,7.9,862.83,83000.0,21.43,0.0,0.0,20.0,409.0,36.0,1397.0,58.0,0.0,good
27,6,0,2,34,21000.0,12.69,704.45,76000.0,19.68,0.0,0.0,10.0,311.7,36.0,42111.0,24.0,0.0,good
3620,7,4,2,4,21000.0,12.12,698.71,98000.0,13.84,0.0,0.0,7.0,233.0,36.0,18171.0,13.0,0.0,good
1056,9,0,2,30,10050.0,15.31,349.92,50000.0,25.58,1.0,7.0,6.0,275.0,36.0,3729.0,34.0,0.0,good
3549,10,4,12,25,2000.0,15.81,70.13,26000.0,2.31,0.0,0.0,3.0,186.9,36.0,228.0,3.0,0.0,good
85,5,4,4,28,20000.0,14.27,686.18,65000.0,12.2,0.0,0.0,10.0,211.3,36.0,14604.0,18.0,0.0,good
5424,1,0,2,3,9600.0,11.14,314.93,81000.0,5.78,0.0,0.0,14.0,316.0,36.0,8203.0,31.0,0.0,good
4834,1,3,3,10,9600.0,12.12,319.41,48000.0,20.39,0.0,0.0,5.0,391.0,36.0,35330.0,8.0,0.0,good
4162,0,0,1,5,20000.0,14.33,686.77,65000.0,15.62,0.0,0.0,9.0,358.1,36.0,22506.0,43.0,0.0,good
2340,1,0,11,28,5000.0,17.77,180.19,75000.0,23.65,0.0,0.0,9.0,416.2,36.0,51406.0,23.0,0.0,good
1304,0,4,2,9,5375.0,13.11,181.39,32000.0,24.83,0.0,31.0,21.0,228.4,36.0,9206.0,31.0,0.0,good
3012,8,3,5,4,2200.0,10.64,71.66,43000.0,16.22,0.0,51.0,11.0,230.5,36.0,69.0,45.0,0.0,good
4746,0,4,2,7,6000.0,15.8,210.36,64000.0,9.19,0.0,32.0,9.0,243.4,36.0,11446.0,19.0,0.0,good
6672,3,4,8,4,5000.0,18.55,182.15,200000.0,9.77,0.0,0.0,12.0,300.5,36.0,8098.0,27.0,0.0,good
1823,2,0,2,3,18250.0,11.14,598.7,97000.0,12.8,0.0,32.0,7.0,282.3,36.0,11117.0,22.0,0.0,good
460,1,0,2,10,22000.0,13.11,742.44,117000.0,5.25,0.0,46.0,7.0,296.4,36.0,23962.0,35.0,0.0,good
2079,4,4,2,37,4700.0,18.49,171.08,42000.0,23.97,0.0,42.0,10.0,320.0,36.0,6572.0,52.0,0.0,good
4212,9,0,2,37,30000.0,13.11,684.29,77500.0,19.51,0.0,0.0,10.0,392.7,60.0,37968.0,20.0,0.0,good
865,5,4,2,4,12000.0,13.11,404.97,45000.0,15.89,0.0,0.0,11.0,387.5,36.0,6870.0,20.0,0.0,good
5035,2,4,1,4,18000.0,13.11,607.45,55000.0,20.51,2.0,6.0,17.0,263.0,36.0,10984.0,32.0,0.0,good
87,1,0,2,25,17000.0,9.91,547.83,81000.0,17.2,0.0,0.0,13.0,290.3,36.0,22555.0,26.0,0.0,good
7288,0,0,1,38,33950.0,14.98,807.32,67900.0,22.52,0.0,0.0,13.0,427.4,60.0,26584.0,38.0,0.0,good
4484,1,4,2,25,15000.0,18.75,547.95,48223.5,6.64,0.0,24.0,11.0,340.0,36.0,11778.0,23.0,0.0,good
53,3,4,2,20,4950.0,11.71,163.73,28800.0,16.21,0.0,0.0,9.0,215.9,36.0,5828.0,10.0,0.0,good
2810,3,4,1,37,5000.0,10.16,161.72,90000.0,6.0,0.0,0.0,7.0,210.2,36.0,10522.0,8.0,0.0,good
2380,6,4,0,37,4250.0,13.11,143.43,95820.0,12.61,0.0,0.0,6.0,450.5,36.0,20625.0,10.0,0.0,good
3762,11,0,2,38,6325.0,14.65,218.18,50400.0,30.87,0.0,0.0,20.0,307.4,36.0,47075.0,38.0,0.0,good
2796,1,0,2,4,12675.0,13.11,427.75,80000.0,4.49,0.0,0.0,5.0,255.2,36.0,5409.0,12.0,0.0,good
175,1,4,2,19,19000.0,14.27,651.87,70000.0,16.53,0.0,0.0,7.0,342.3,36.0,20614.0,32.0,0.0,good
2101,5,0,3,4,25775.0,19.72,678.88,155000.0,6.58,0.0,33.0,10.0,312.1,60.0,2362.0,36.0,0.0,good
8424,6,4,2,28,27000.0,21.6,739.59,69586.0,11.12,0.0,0.0,14.0,260.2,60.0,22429.0,18.0,0.0,good
1178,9,4,2,12,3250.0,12.12,108.14,17761.0,28.17,0.0,0.0,6.0,203.2,36.0,3859.0,9.0,0.0,good
3986,7,4,2,31,7000.0,8.9,222.28,38000.0,20.18,0.0,0.0,11.0,514.6,36.0,10576.0,39.0,0.0,good
4644,1,0,2,11,23500.0,15.31,562.9,80000.0,12.54,0.0,0.0,7.0,312.1,60.0,30836.0,25.0,0.0,good
5555,1,4,2,14,14600.0,14.33,501.34,49200.0,22.83,0.0,0.0,9.0,233.6,36.0,17728.0,24.0,0.0,good
5545,4,4,2,10,6800.0,16.29,240.05,56721.0,9.5,0.0,65.0,15.0,280.7,36.0,16622.0,33.0,0.0,good
816,0,4,11,1,6375.0,7.9,199.48,80464.0,25.1,0.0,0.0,11.0,190.9,36.0,2215.0,17.0,0.0,good
4757,1,0,1,27,14075.0,13.11,474.99,65000.0,14.27,0.0,0.0,11.0,404.3,36.0,12265.0,44.0,0.0,good
1980,1,0,2,11,16925.0,16.29,597.46,64000.0,13.95,0.0,41.0,7.0,255.6,36.0,15777.0,17.0,0.0,good
7675,7,4,2,4,4900.0,19.52,180.91,67000.0,18.41,0.0,0.0,10.0,282.0,36.0,11431.0,14.0,0.0,good
5941,8,0,1,1,10400.0,15.31,362.11,110000.0,15.58,0.0,0.0,10.0,566.2,36.0,41122.0,33.0,0.0,good
1050,3,4,4,25,1850.0,12.12,61.56,40000.0,0.45,0.0,0.0,2.0,273.0,36.0,15.0,3.0,0.0,good
4483,0,0,2,19,12000.0,12.12,399.26,66500.0,10.72,0.0,0.0,8.0,413.0,36.0,36033.0,21.0,0.0,good
4360,1,3,8,24,27700.0,7.62,863.17,100000.0,8.38,0.0,0.0,14.0,540.8,36.0,19780.0,20.0,0.0,good
5661,1,0,3,19,6325.0,18.75,231.06,45000.0,25.79,0.0,0.0,11.0,357.2,36.0,5563.0,29.0,0.0,good
3928,1,4,2,4,16500.0,13.11,556.83,82000.0,12.19,0.0,39.0,10.0,289.0,36.0,16083.0,31.0,0.0,good
5158,8,0,1,21,16000.0,12.12,532.35,60000.0,27.7,0.0,0.0,24.0,407.5,36.0,19982.0,26.0,0.0,good
2126,9,0,2,19,20000.0,13.11,674.94,100000.0,18.46,0.0,0.0,8.0,303.9,36.0,32163.0,24.0,0.0,good
6041,4,0,1,18,6000.0,8.9,190.52,63000.0,15.52,0.0,0.0,8.0,352.1,36.0,14540.0,32.0,0.0,good
302,1,0,2,3,24000.0,13.67,816.43,117000.0,6.62,0.0,68.0,9.0,424.5,36.0,12530.0,24.0,0.0,good
3021,0,4,7,19,4000.0,15.22,139.1,75000.0,5.97,1.0,18.0,7.0,365.6,36.0,2582.0,12.0,0.0,good
50,4,4,8,32,9600.0,14.65,331.15,52000.0,24.48,0.0,0.0,19.0,332.0,36.0,11930.0,43.0,0.0,good
2506,1,3,2,28,9600.0,18.49,349.43,51000.0,22.28,0.0,0.0,14.0,305.2,36.0,8661.0,63.0,0.0,good
1247,6,0,1,4,9450.0,6.62,290.15,30000.0,17.72,0.0,0.0,8.0,302.4,36.0,14333.0,9.0,0.0,good
375,6,3,2,1,10550.0,14.65,363.92,27000.0,14.49,0.0,0.0,15.0,271.4,36.0,12453.0,25.0,0.0,good
4451,9,4,2,29,11500.0,10.16,371.94,35000.0,10.01,0.0,0.0,9.0,275.2,36.0,4945.0,18.0,0.0,good
3596,1,3,2,17,10000.0,10.74,326.16,80000.0,15.14,0.0,0.0,10.0,304.3,36.0,14263.0,25.0,0.0,good
2303,1,4,1,28,10000.0,14.33,343.39,85000.0,4.5,0.0,0.0,9.0,552.8,36.0,8874.0,30.0,0.0,good
3580,1,0,5,39,7375.0,7.62,229.82,180000.0,8.89,0.0,0.0,18.0,326.4,36.0,16073.0,59.0,0.0,good
572,3,4,2,9,8000.0,12.12,266.18,57000.0,24.06,0.0,25.0,11.0,215.0,36.0,9300.0,29.0,0.0,good
95,7,0,10,4,14500.0,7.51,451.11,150000.0,5.13,0.0,0.0,14.0,364.2,36.0,18638.0,41.0,0.0,good
6857,1,4,2,37,12000.0,23.7,343.13,50000.0,2.66,0.0,0.0,7.0,308.1,60.0,8064.0,14.0,0.0,good
3328,1,0,2,28,11000.0,12.35,367.2,119000.0,15.85,1.0,19.0,10.0,324.6,36.0,83352.0,27.0,0.0,good
2666,1,3,1,25,28000.0,7.9,876.13,98000.0,5.06,0.0,43.0,9.0,315.7,36.0,25884.0,30.0,0.0,good
495,10,0,2,37,9600.0,22.45,368.87,120000.0,15.48,1.0,8.0,27.0,369.3,36.0,12562.0,61.0,0.0,good
5499,1,0,1,1,28000.0,21.49,765.24,96000.0,14.61,0.0,0.0,7.0,274.7,60.0,33865.0,16.0,0.0,good
8682,1,0,2,5,15000.0,9.25,478.75,128875.0,13.41,0.0,63.0,11.0,414.5,36.0,36827.0,29.0,0.0,good
3679,10,4,2,12,7150.0,13.11,241.3,44000.0,12.33,0.0,34.0,11.0,246.3,36.0,10561.0,18.0,0.0,good
7046,9,0,1,30,12000.0,12.99,272.98,35000.0,20.37,0.0,30.0,15.0,373.2,60.0,17929.0,32.0,0.0,good
4225,2,4,5,4,1450.0,8.9,46.05,24000.0,15.55,0.0,0.0,11.0,254.7,36.0,782.0,18.0,0.0,good
662,6,0,6,29,2500.0,8.9,79.39,45000.0,14.4,0.0,0.0,9.0,335.2,36.0,7638.0,18.0,0.0,good
1614,4,0,2,4,10000.0,6.03,304.36,98700.0,11.67,0.0,0.0,24.0,403.3,36.0,52612.0,44.0,0.0,good
235,1,3,1,9,11200.0,9.91,360.92,55000.0,8.51,0.0,0.0,14.0,256.6,36.0,10440.0,25.0,0.0,good
285,0,0,2,28,18225.0,7.62,567.92,71000.0,17.94,0.0,0.0,17.0,316.9,36.0,30355.0,30.0,0.0,good
120,2,0,10,4,35000.0,19.03,1283.5,98400.0,15.93,5.0,20.0,12.0,291.8,36.0,21816.0,23.0,0.0,good
3911,1,4,8,4,13150.0,18.75,480.37,42500.0,30.24,0.0,53.0,10.0,357.1,36.0,7237.0,32.0,0.0,good
2260,1,3,2,6,21000.0,8.9,666.82,90000.0,5.19,2.0,8.0,14.0,311.2,36.0,12907.0,34.0,0.0,good
4403,8,0,2,19,35000.0,17.77,1261.3,164208.0,19.72,0.0,0.0,17.0,364.7,36.0,33500.0,40.0,0.0,good
4434,10,4,2,25,9600.0,17.27,343.56,42000.0,20.43,1.0,15.0,9.0,223.4,36.0,10957.0,15.0,0.0,good
5082,2,4,2,4,6000.0,10.16,194.06,110000.0,5.12,0.0,29.0,11.0,319.8,36.0,4072.0,39.0,0.0,good
799,10,0,2,41,21000.0,13.11,708.69,135000.0,4.36,0.0,36.0,11.0,338.1,36.0,18749.0,29.0,0.0,good
5022,10,4,2,28,6000.0,14.33,206.03,55000.0,6.46,0.0,0.0,7.0,186.1,36.0,5173.0,9.0,0.0,good
3879,2,3,4,4,14000.0,13.11,472.46,82500.0,11.97,0.0,24.0,8.0,268.5,36.0,683.0,27.0,0.0,good
8431,2,4,2,9,8000.0,14.33,274.71,43500.0,19.01,0.0,29.0,14.0,280.1,36.0,7040.0,26.0,0.0,good
1147,8,0,1,9,12000.0,12.12,399.26,60000.0,19.5,0.0,0.0,12.0,239.4,36.0,17137.0,30.0,0.0,good
1489,1,0,2,4,20125.0,8.9,639.04,51000.0,18.89,1.0,13.0,13.0,419.1,36.0,38013.0,36.0,0.0,good
3735,9,4,2,26,16475.0,8.9,523.14,34569.0,5.1,0.0,0.0,15.0,258.4,36.0,9926.0,24.0,0.0,good
150,10,4,2,38,18000.0,7.9,563.23,42000.0,13.71,0.0,0.0,8.0,242.4,36.0,14199.0,14.0,0.0,good
5028,2,0,2,17,12000.0,13.11,404.97,77000.0,11.12,0.0,0.0,12.0,216.0,36.0,9461.0,14.0,0.0,good
5066,1,0,2,14,27575.0,16.29,973.41,62000.0,19.57,0.0,0.0,7.0,293.9,36.0,17919.0,36.0,0.0,good
5204,1,0,2,9,10000.0,7.9,312.91,85000.0,18.99,1.0,7.0,13.0,340.1,36.0,11941.0,46.0,0.0,good
569,8,0,2,28,21000.0,7.62,654.39,108458.0,9.58,0.0,0.0,14.0,420.1,36.0,9980.0,41.0,0.0,good
2571,2,4,0,31,35000.0,21.98,966.27,130000.0,6.89,0.0,25.0,4.0,322.0,60.0,17664.0,14.0,0.0,good
3906,1,0,1,9,9000.0,10.16,291.09,60000.0,4.76,0.0,0.0,12.0,491.2,36.0,10985.0,16.0,0.0,good
4894,1,4,2,41,18000.0,17.27,449.97,60000.0,23.3,0.0,74.0,9.0,294.7,60.0,15730.0,17.0,0.0,good
1642,1,0,0,22,3000.0,17.27,107.37,60000.0,12.7,2.0,4.0,7.0,330.2,36.0,3503.0,29.0,0.0,good
497,5,4,8,28,13800.0,7.62,430.03,130000.0,0.25,0.0,0.0,4.0,211.0,36.0,918.0,10.0,0.0,good
6816,9,0,2,12,15000.0,10.64,488.53,46500.0,17.32,1.0,12.0,13.0,273.1,36.0,17475.0,24.0,0.0,good
849,1,3,2,16,6050.0,16.29,213.57,60000.0,24.42,0.0,74.0,14.0,374.4,36.0,23528.0,30.0,0.0,good
5119,4,0,2,20,9200.0,12.12,306.1,60000.0,9.76,0.0,72.0,7.0,285.3,36.0,9798.0,23.0,0.0,good
365,2,4,2,28,24000.0,19.99,891.81,92000.0,11.84,0.0,67.0,12.0,281.5,36.0,20426.0,22.0,0.0,good
399,1,4,2,34,10000.0,10.74,326.16,50000.0,3.46,0.0,74.0,5.0,293.4,36.0,6972.0,20.0,0.0,good
9335,1,3,2,42,14400.0,18.55,369.99,65000.0,8.92,1.0,17.0,7.0,304.3,60.0,3943.0,27.0,0.0,good
1449,5,4,2,37,24375.0,13.11,555.98,55000.0,14.47,0.0,0.0,11.0,250.3,60.0,14706.0,19.0,0.0,good
3942,2,3,1,7,35000.0,15.31,1218.61,100000.0,8.12,0.0,68.0,11.0,393.2,36.0,61016.0,32.0,0.0,good
638,5,0,2,37,11700.0,14.65,276.2,50000.0,29.54,0.0,76.0,8.0,318.4,60.0,6768.0,35.0,0.0,good
5849,1,0,2,18,30000.0,17.27,749.94,105000.0,8.15,1.0,9.0,8.0,304.4,60.0,14879.0,17.0,0.0,good
3233,0,4,2,12,21725.0,16.78,537.36,49000.0,14.91,0.0,0.0,8.0,233.8,60.0,7596.0,19.0,0.0,good
3644,6,0,1,18,4000.0,7.9,125.17,90000.0,6.79,0.0,0.0,9.0,226.8,36.0,9067.0,21.0,0.0,good
2669,6,3,2,4,9000.0,8.9,285.78,68084.0,8.59,0.0,0.0,6.0,285.7,36.0,24256.0,12.0,0.0,good
6563,1,3,8,4,3000.0,20.31,111.97,75000.0,18.82,0.0,0.0,12.0,301.1,36.0,862.0,40.0,0.0,good
3528,3,4,1,32,10400.0,12.12,346.03,68000.0,19.08,0.0,0.0,10.0,344.2,36.0,10770.0,15.0,0.0,good
4937,6,0,2,37,20000.0,13.11,674.94,98000.0,32.98,0.0,48.0,14.0,441.5,36.0,32800.0,40.0,0.0,good
3593,4,0,5,29,3200.0,13.11,108.0,30000.0,2.76,0.0,57.0,7.0,299.3,36.0,911.0,13.0,0.0,good
891,5,4,2,28,25000.0,17.77,900.93,75000.0,13.82,0.0,61.0,18.0,316.3,36.0,27318.0,22.0,0.0,good
446,1,0,2,3,16000.0,16.29,564.81,50000.0,20.75,1.0,23.0,8.0,318.5,36.0,24149.0,49.0,0.0,good
519,5,0,2,18,6000.0,13.99,205.04,55000.0,20.09,0.0,32.0,15.0,412.7,36.0,14631.0,35.0,0.0,good
3876,9,0,1,27,19400.0,18.49,706.14,95000.0,21.57,0.0,79.0,20.0,316.4,36.0,28813.0,37.0,0.0,good
925,11,0,3,15,4800.0,14.09,164.27,35000.0,18.86,0.0,29.0,12.0,501.1,36.0,12624.0,30.0,0.0,good
2346,5,0,2,30,20000.0,8.9,635.07,70000.0,11.07,0.0,0.0,5.0,247.9,36.0,16489.0,23.0,0.0,good
