,emp_length Encoded,home_ownership Encoded,purpose Encoded,addr_state Encoded,loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,mths_since_last_delinq,open_acc,mths_since_first_cr_line,term,revol_bal,total_acc,out_prncp,predicted_loan_status
3578,5,0,5,32,5000.0,6.03,152.18,145000.0,6.43,0.0,0.0,10.0,357.5,36.0,792.0,24.0,0.0,good
453,7,0,2,9,20000.0,17.99,507.76,55680.0,11.55,0.0,0.0,7.0,255.5,60.0,13275.0,19.0,0.0,good
7424,1,0,3,28,20000.0,21.0,541.07,88000.0,16.62,0.0,0.0,16.0,185.2,60.0,11051.0,19.0,0.0,good
6196,8,4,8,4,1000.0,18.85,36.59,54000.0,20.6,0.0,0.0,8.0,278.1,36.0,11012.0,23.0,0.0,good
3547,2,4,2,14,10000.0,6.62,307.04,42000.0,19.66,0.0,78.0,14.0,274.9,36.0,8566.0,22.0,0.0,good
14,4,3,2,26,8500.0,11.71,281.15,130500.0,13.36,0.0,69.0,10.0,302.0,36.0,8356.0,18.0,0.0,good
3244,7,0,3,9,4000.0,9.71,128.53,50000.0,21.34,0.0,0.0,16.0,256.8,36.0,14218.0,34.0,0.0,good
290,5,0,0,3,1500.0,7.62,46.75,47700.0,10.36,0.0,0.0,7.0,351.7,36.0,11585.0,22.0,0.0,good
914,2,4,2,15,8000.0,11.14,262.45,52000.0,11.91,1.0,17.0,10.0,350.1,36.0,5146.0,18.0,0.0,good
3792,1,4,1,28,3000.0,8.9,95.26,53000.0,10.62,0.0,0.0,13.0,293.2,36.0,6130.0,14.0,0.0,good
503,9,0,2,37,21000.0,23.13,593.57,57000.0,20.29,0.0,0.0,9.0,256.9,60.0,12102.0,25.0,0.0,good
5191,3,4,2,4,14400.0,14.09,492.79,40000.0,18.96,0.0,0.0,14.0,239.3,36.0,10019.0,16.0,0.0,good
1775,1,0,2,37,20000.0,17.27,715.75,120000.0,6.26,3.0,2.0,13.0,508.6,36.0,8944.0,30.0,0.0,good
196,7,0,2,23,8000.0,7.9,250.33,58075.0,20.76,0.0,0.0,7.0,234.2,36.0,6100.0,15.0,0.0,good
5781,5,0,2,19,16800.0,12.12,558.97,67000.0,24.45,0.0,0.0,16.0,232.7,36.0,8037.0,33.0,0.0,good
8841,11,0,2,37,10000.0,14.3,343.24,30000.0,29.04,0.0,0.0,6.0,345.0,36.0,9156.0,14.0,0.0,good
4140,1,3,2,32,8000.0,6.62,245.63,30000.0,25.72,0.0,0.0,13.0,293.3,36.0,7085.0,19.0,0.0,good
3659,4,0,2,28,20000.0,12.12,665.44,63240.0,21.77,0.0,0.0,12.0,312.5,36.0,17121.0,27.0,0.0,good
9677,1,0,8,13,1200.0,19.22,44.13,135000.0,24.04,1.0,11.0,16.0,588.2,36.0,44358.0,48.0,0.0,good
160,11,4,2,29,2400.0,7.9,75.1,18000.0,18.6,0.0,0.0,14.0,210.3,36.0,1927.0,15.0,0.0,good
6445,1,4,2,9,6000.0,18.85,155.15,47000.0,15.4,1.0,9.0,10.0,496.5,60.0,3297.0,19.0,0.0,good
3665,1,4,2,4,18000.0,21.48,491.84,61000.0,10.64,0.0,0.0,9.0,304.3,60.0,25241.0,28.0,0.0,good
1499,1,4,2,9,31950.0,19.72,841.51,135000.0,7.0,1.0,21.0,13.0,459.3,60.0,8188.0,23.0,0.0,good
6118,2,4,2,4,16800.0,24.5,488.19,70000.0,14.49,0.0,0.0,7.0,246.7,60.0,17460.0,12.0,0.0,good
6357,1,4,2,1,14000.0,14.33,480.74,106000.0,24.37,0.0,0.0,12.0,402.7,36.0,27998.0,26.0,0.0,good
2084,4,0,2,37,22000.0,13.11,501.81,100750.0,26.19,0.0,0.0,14.0,278.0,60.0,26477.0,37.0,0.0,good
4096,2,0,6,41,5000.0,17.27,178.94,45000.0,3.47,0.0,0.0,7.0,507.7,36.0,2862.0,8.0,0.0,good
5903,1,0,3,32,13475.0,15.31,469.17,109000.0,17.88,0.0,35.0,10.0,271.4,36.0,9883.0,18.0,0.0,good
1364,5,4,2,41,4875.0,19.05,178.83,55000.0,8.92,0.0,28.0,4.0,244.9,36.0,3054.0,16.0,0.0,good
1585,3,4,2,3,6000.0,11.14,196.84,53000.0,5.87,0.0,0.0,6.0,558.5,36.0,9815.0,7.0,0.0,good
3382,7,0,2,37,3000.0,15.88,105.3,61000.0,30.87,0.0,27.0,17.0,447.1,36.0,11959.0,35.0,0.0,good
560,1,0,8,4,12000.0,6.03,365.23,95000.0,5.58,0.0,0.0,7.0,287.2,36.0,8696.0,25.0,0.0,good
4298,5,4,2,12,6000.0,17.27,214.73,66000.0,15.21,0.0,29.0,12.0,202.3,36.0,14659.0,17.0,0.0,good
907,5,4,2,28,11450.0,7.62,356.8,52000.0,10.45,0.0,0.0,13.0,249.2,36.0,8384.0,24.0,0.0,good
689,3,4,8,39,4800.0,17.27,171.78,51630.0,24.68,0.0,30.0,15.0,281.0,36.0,11399.0,35.0,0.0,good
4969,2,0,2,4,18000.0,12.12,598.89,85000.0,13.95,0.0,0.0,17.0,256.2,36.0,23070.0,31.0,0.0,good
4889,1,0,2,4,9000.0,10.16,291.09,120000.0,9.22,0.0,28.0,13.0,284.8,36.0,8509.0,41.0,0.0,good
2986,10,4,2,11,7500.0,15.88,263.24,40000.0,23.88,0.0,0.0,8.0,214.5,36.0,8873.0,16.0,0.0,good
5221,1,0,2,24,12000.0,12.12,399.26,191000.0,7.09,4.0,11.0,10.0,341.9,36.0,10614.0,42.0,0.0,good
4785,1,0,5,9,16000.0,8.9,508.06,53600.0,8.27,1.0,7.0,13.0,422.6,36.0,14867.0,23.0,0.0,good
1101,3,0,2,1,15000.0,19.05,389.53,68000.0,8.24,0.0,57.0,10.0,238.7,60.0,5044.0,15.0,0.0,good
8637,1,0,2,39,24575.0,23.4,698.45,56000.0,24.06,1.0,9.0,19.0,276.7,60.0,19906.0,35.0,0.0,good
1900,4,4,1,1,14000.0,12.12,465.81,63000.0,17.62,0.0,0.0,25.0,312.0,36.0,25563.0,61.0,0.0,good
1575,1,0,8,3,3000.0,18.49,109.2,200000.0,15.14,0.0,31.0,10.0,361.6,36.0,15270.0,31.0,0.0,good
4760,0,0,2,4,8000.0,6.03,243.49,50000.0,22.58,0.0,0.0,11.0,235.3,36.0,2579.0,25.0,0.0,good
3934,5,0,2,37,20000.0,13.11,456.19,120000.0,19.93,1.0,10.0,11.0,377.9,60.0,60845.0,25.0,0.0,good
6803,9,3,2,30,6000.0,12.35,200.3,60000.0,25.72,0.0,0.0,7.0,263.2,36.0,6477.0,28.0,0.0,good
5895,2,4,2,32,20000.0,15.8,484.24,75000.0,14.38,0.0,0.0,8.0,424.5,60.0,19880.0,18.0,0.0,good
3970,9,3,2,39,15000.0,14.33,515.08,42000.0,12.4,0.0,35.0,11.0,290.7,36.0,16586.0,33.0,0.0,good
197,6,4,2,4,3000.0,7.9,93.88,24000.0,27.4,0.0,0.0,9.0,218.2,36.0,6116.0,16.0,0.0,good
855,1,0,2,4,16000.0,12.12,532.35,150000.0,12.1,1.0,11.0,13.0,306.6,36.0,9646.0,45.0,0.0,good
8021,1,0,2,34,14000.0,18.25,507.9,54000.0,19.89,0.0,24.0,13.0,284.9,36.0,14148.0,22.0,0.0,good
5481,6,4,9,1,2000.0,19.72,74.05,25563.2,27.51,0.0,39.0,6.0,331.7,36.0,10297.0,11.0,0.0,good
13,7,0,1,9,8000.0,6.03,243.49,60000.0,17.13,0.0,0.0,18.0,324.1,36.0,20097.0,28.0,0.0,good
1346,8,4,1,4,12000.0,18.49,436.79,101000.0,13.01,0.0,61.0,7.0,288.1,36.0,14156.0,15.0,0.0,good
9272,8,0,2,29,8000.0,14.47,275.26,86517.46,9.85,1.0,15.0,5.0,270.8,36.0,34410.0,13.0,0.0,good
32,1,0,2,4,3000.0,11.71,99.23,30000.0,4.8,0.0,30.0,9.0,337.6,36.0,3345.0,16.0,0.0,good
7157,1,0,2,16,25000.0,23.4,710.52,98000.0,23.39,0.0,49.0,22.0,490.1,60.0,71519.0,43.0,0.0,good
7369,3,3,2,4,35000.0,19.52,917.97,97000.0,3.9,0.0,0.0,7.0,265.5,60.0,20032.0,14.0,0.0,good
1326,2,0,2,9,11500.0,11.14,377.26,45000.0,26.88,0.0,59.0,17.0,232.2,36.0,8737.0,28.0,0.0,good
1737,7,0,2,41,7550.0,7.62,235.27,160000.0,5.6,0.0,0.0,3.0,310.9,36.0,63960.0,16.0,0.0,good
3553,1,0,2,41,10000.0,6.62,307.04,62500.0,19.05,0.0,0.0,8.0,324.8,36.0,28302.0,16.0,0.0,good
241,5,0,10,23,14000.0,6.62,429.86,113000.0,1.32,0.0,36.0,15.0,414.3,36.0,1540.0,36.0,0.0,good
680,10,0,2,25,12250.0,15.31,293.43,300000.0,1.25,1.0,13.0,7.0,302.1,60.0,5506.0,19.0,0.0,good
5784,1,0,1,28,10000.0,16.29,353.01,59000.0,12.97,0.0,36.0,16.0,285.7,36.0,24254.0,23.0,0.0,good
6471,10,0,3,25,12000.0,11.55,264.22,57000.0,17.03,0.0,43.0,14.0,240.4,60.0,5036.0,25.0,0.0,good
8363,2,0,2,9,24000.0,15.22,573.74,125000.0,10.54,1.0,12.0,13.0,317.4,60.0,25430.0,34.0,0.0,good
8818,2,4,1,37,12000.0,15.1,416.58,43000.0,28.07,0.0,45.0,16.0,221.2,36.0,19320.0,26.0,0.0,good
2640,1,0,2,12,25000.0,12.12,557.63,75000.0,29.44,0.0,0.0,9.0,465.7,60.0,29825.0,42.0,0.0,good
1416,0,3,1,9,10000.0,11.14,328.06,32000.0,15.41,1.0,7.0,17.0,429.5,36.0,10439.0,41.0,0.0,good
4886,2,0,1,20,34350.0,10.16,1110.97,241000.0,9.77,0.0,0.0,10.0,354.8,36.0,14269.0,28.0,0.0,good
3843,4,0,2,3,16000.0,12.12,356.89,45000.0,12.83,0.0,0.0,8.0,276.7,60.0,9911.0,11.0,0.0,good
3246,6,0,2,36,8000.0,13.68,272.18,49700.0,3.96,0.0,0.0,6.0,328.7,36.0,5212.0,10.0,0.0,good
5490,9,0,2,28,24925.0,13.11,568.53,56000.0,15.92,1.0,6.0,7.0,301.3,60.0,15807.0,34.0,0.0,good
4515,6,4,5,32,7200.0,11.14,236.2,30000.0,10.32,0.0,77.0,12.0,216.9,36.0,6093.0,18.0,0.0,good
5401,2,3,2,28,10025.0,17.77,253.32,55000.0,7.61,4.0,16.0,5.0,374.1,60.0,4576.0,16.0,0.0,good
3014,4,4,2,17,20000.0,24.5,581.18,47000.0,11.39,1.0,23.0,10.0,269.5,60.0,11617.0,25.0,0.0,good
1986,3,4,1,4,15500.0,13.11,523.08,45000.0,21.92,0.0,33.0,6.0,272.6,36.0,14184.0,19.0,0.0,good
6107,9,0,2,13,7200.0,13.68,244.97,65000.0,15.62,0.0,0.0,13.0,291.6,36.0,14002.0,40.0,0.0,good
4928,1,4,2,31,14000.0,14.09,479.1,72002.0,19.73,0.0,0.0,11.0,495.6,36.0,38309.0,20.0,0.0,good
3559,1,0,1,41,15000.0,14.65,517.42,65000.0,5.52,0.0,0.0,9.0,263.7,36.0,13775.0,19.0,0.0,good
3997,0,4,1,37,4600.0,17.27,164.63,43000.0,14.32,0.0,0.0,7.0,226.5,36.0,16406.0,11.0,0.0,good
1787,2,4,10,5,6000.0,17.27,214.73,45000.0,13.15,0.0,0.0,4.0,226.7,36.0,13750.0,6.0,0.0,good
1714,8,4,2,4,33950.0,19.72,894.19,76400.0,22.9,0.0,30.0,9.0,378.0,60.0,25789.0,28.0,0.0,good
4671,8,4,5,12,23675.0,8.9,751.76,70000.0,1.08,0.0,0.0,4.0,317.9,36.0,795.0,17.0,0.0,good
886,6,4,1,42,15850.0,14.09,542.41,40000.0,26.4,0.0,0.0,11.0,278.3,36.0,15887.0,19.0,0.0,good
1531,0,0,1,4,21000.0,6.03,639.15,103000.0,30.56,0.0,34.0,16.0,438.9,36.0,15370.0,38.0,0.0,good
1103,6,0,2,39,15000.0,15.31,522.26,62286.0,21.58,0.0,0.0,11.0,248.7,36.0,4505.0,39.0,0.0,good
243,3,4,2,29,14000.0,12.42,467.82,32000.0,11.3,0.0,0.0,8.0,211.4,36.0,8931.0,9.0,0.0,good
5447,2,0,2,9,10000.0,17.77,360.38,105000.0,19.18,0.0,78.0,18.0,440.9,36.0,16404.0,37.0,0.0,good
4450,1,0,2,31,21000.0,23.63,599.63,75000.0,13.58,0.0,50.0,13.0,288.3,60.0,11309.0,31.0,0.0,good
2937,1,4,2,25,15000.0,11.55,495.0,80000.0,13.21,0.0,59.0,15.0,329.8,36.0,20849.0,26.0,0.0,good
3834,11,4,2,27,2400.0,13.67,81.65,53038.0,17.27,0.0,0.0,13.0,376.9,36.0,26085.0,36.0,0.0,good
518,1,4,2,4,14000.0,13.11,472.46,81800.0,16.19,0.0,53.0,9.0,286.7,36.0,17710.0,16.0,0.0,good
5179,2,3,1,28,15000.0,13.11,506.21,50000.0,25.75,0.0,28.0,12.0,269.3,36.0,24913.0,28.0,0.0,good
217,8,4,1,15,8000.0,11.71,264.61,55000.0,20.66,0.0,0.0,13.0,280.8,36.0,10129.0,43.0,0.0,good
842,1,0,2,41,6000.0,11.14,196.84,59000.0,14.66,1.0,16.0,11.0,330.7,36.0,13742.0,40.0,0.0,good
578,1,4,2,4,17600.0,17.99,636.2,50000.0,13.3,0.0,36.0,5.0,307.0,36.0,13623.0,19.0,0.0,good
2193,2,4,1,28,16950.0,13.11,572.02,45000.0,20.29,0.0,0.0,18.0,310.5,36.0,15535.0,25.0,0.0,good
707,1,0,2,29,24000.0,10.16,776.22,65000.0,15.53,0.0,58.0,11.0,445.8,36.0,17882.0,26.0,0.0,good
4560,1,0,2,19,17625.0,8.9,559.66,40000.0,9.9,0.0,0.0,5.0,256.8,36.0,15511.0,17.0,0.0,good
3207,8,4,5,9,7750.0,18.25,281.16,68000.0,13.61,0.0,0.0,4.0,238.9,36.0,9888.0,8.0,0.0,good
9203,2,0,3,4,6000.0,10.99,196.41,77000.0,14.56,0.0,43.0,7.0,205.1,36.0,4527.0,9.0,0.0,good
559,1,0,1,16,7925.0,12.12,263.68,60000.0,20.18,0.0,44.0,16.0,436.2,36.0,21922.0,43.0,0.0,good
215,3,4,2,4,35000.0,12.69,1174.07,190000.0,0.13,0.0,0.0,3.0,353.9,36.0,136.0,12.0,0.0,good
9080,3,3,2,41,19075.0,23.7,545.44,60000.0,18.96,0.0,0.0,8.0,422.6,60.0,16926.0,8.0,0.0,good
4541,7,3,8,19,12825.0,10.16,414.8,36000.0,9.03,0.0,32.0,15.0,346.8,36.0,4349.0,26.0,0.0,good
3900,2,0,1,32,12000.0,14.33,412.06,56000.0,28.89,0.0,0.0,12.0,368.2,36.0,11615.0,16.0,0.0,good
2924,4,4,2,24,8000.0,15.31,278.54,37000.0,17.09,1.0,9.0,11.0,281.8,36.0,9357.0,25.0,0.0,good
190,2,4,2,17,12000.0,13.49,407.17,82000.0,19.54,0.0,41.0,16.0,286.2,36.0,14905.0,33.0,0.0,good
894,4,4,1,4,10000.0,15.31,348.18,210000.0,6.7,2.0,2.0,12.0,208.3,36.0,11628.0,20.0,0.0,good
363,1,4,8,43,4500.0,10.74,146.78,25000.0,21.7,0.0,61.0,10.0,337.6,36.0,1279.0,24.0,0.0,good
2228,6,4,1,4,34975.0,13.11,1180.3,135000.0,13.63,0.0,0.0,9.0,316.3,36.0,44832.0,30.0,0.0,good
2046,4,4,10,39,12000.0,19.05,440.18,60000.0,3.56,0.0,0.0,4.0,267.3,36.0,4986.0,7.0,0.0,good
126,1,4,10,19,35000.0,17.58,1257.98,417000.0,0.72,0.0,0.0,11.0,246.8,36.0,21463.0,12.0,0.0,good
2459,8,0,1,4,21000.0,7.62,654.39,155000.0,26.43,0.0,0.0,13.0,348.6,36.0,35034.0,29.0,0.0,good
6568,7,4,2,14,18000.0,16.78,639.78,78000.0,10.41,0.0,40.0,7.0,270.0,36.0,6881.0,23.0,0.0,good
262,5,0,2,4,20000.0,13.67,680.36,85000.0,16.79,0.0,0.0,21.0,277.3,36.0,20182.0,44.0,0.0,good
3326,1,4,11,4,4000.0,20.31,149.29,170000.0,12.29,0.0,35.0,12.0,286.6,36.0,11196.0,47.0,0.0,good
2712,5,4,2,17,12800.0,19.72,473.87,60000.0,28.72,0.0,0.0,16.0,333.3,36.0,15575.0,30.0,0.0,good
394,0,4,2,28,12000.0,6.62,368.45,90000.0,2.05,0.0,0.0,13.0,333.2,36.0,12421.0,25.0,0.0,good
4324,11,0,5,15,5500.0,6.03,167.4,43500.0,18.52,0.0,0.0,13.0,574.1,36.0,6361.0,27.0,0.0,good
2485,3,4,2,41,9000.0,7.62,280.46,199000.0,9.59,0.0,0.0,11.0,359.4,36.0,14400.0,20.0,0.0,good
5776,10,4,2,3,10000.0,11.14,328.06,75000.0,12.49,0.0,30.0,7.0,350.7,36.0,9271.0,25.0,0.0,good
3579,6,0,6,42,12250.0,17.27,438.4,45000.0,19.57,0.0,0.0,13.0,271.5,36.0,15855.0,27.0,0.0,good
5030,0,4,2,4,33600.0,18.75,1227.4,120000.0,24.03,0.0,48.0,9.0,338.0,36.0,31197.0,27.0,0.0,good
3296,0,4,2,4,7200.0,13.05,242.77,25000.0,12.14,0.0,0.0,10.0,216.4,36.0,4491.0,14.0,0.0,good
7152,1,3,7,29,4500.0,17.1,160.67,34000.0,12.81,0.0,0.0,8.0,247.2,36.0,2260.0,16.0,0.0,good
690,1,4,2,6,10500.0,17.27,375.77,54257.0,15.48,0.0,0.0,13.0,266.0,36.0,16783.0,20.0,0.0,good
4706,1,0,2,21,10000.0,14.33,343.39,49000.0,14.28,2.0,17.0,10.0,338.6,36.0,6309.0,29.0,0.0,good
325,3,4,1,4,12000.0,14.65,413.94,70000.0,12.86,0.0,42.0,19.0,437.2,36.0,19543.0,35.0,0.0,good
171,6,4,1,25,12000.0,6.03,365.23,85000.0,6.39,0.0,0.0,8.0,250.4,36.0,18993.0,21.0,0.0,good
2887,8,0,1,20,12000.0,8.9,381.04,120000.0,16.5,0.0,0.0,16.0,337.8,36.0,38531.0,32.0,0.0,good
4182,5,4,2,28,9000.0,14.09,209.84,42000.0,32.97,0.0,0.0,10.0,224.0,60.0,4522.0,15.0,0.0,good
686,2,0,2,18,5000.0,16.29,176.51,115000.0,10.01,0.0,0.0,11.0,208.0,36.0,10078.0,30.0,0.0,good
1137,1,0,2,9,28000.0,13.11,638.67,109000.0,10.78,0.0,0.0,11.0,479.5,60.0,12860.0,25.0,0.0,good
6021,1,0,3,41,21000.0,15.8,508.46,52000.0,1.36,0.0,47.0,5.0,333.0,60.0,3583.0,12.0,0.0,good
4137,1,4,1,4,6975.0,7.9,218.25,58000.0,10.22,0.0,63.0,9.0,365.3,36.0,7905.0,14.0,0.0,good
1397,5,0,2,4,20000.0,14.33,686.77,72800.0,13.96,0.0,69.0,11.0,284.8,36.0,10984.0,28.0,0.0,good
2382,1,4,2,25,8000.0,14.09,273.78,45000.0,15.57,0.0,27.0,7.0,298.7,36.0,6993.0,15.0,0.0,good
390,5,3,1,25,18000.0,12.12,401.5,40000.0,25.19,0.0,0.0,5.0,390.2,60.0,19391.0,17.0,0.0,good
6032,9,0,2,9,35000.0,21.98,966.27,160000.0,31.35,0.0,0.0,15.0,407.9,60.0,112440.0,38.0,0.0,good
83,5,4,5,25,16000.0,13.99,372.21,110000.0,11.86,0.0,0.0,14.0,281.1,60.0,31935.0,29.0,0.0,good
977,6,0,2,20,7000.0,11.14,229.64,52000.0,1.62,0.0,0.0,6.0,446.6,36.0,2749.0,12.0,0.0,good
3385,0,0,1,24,6625.0,16.78,235.48,29904.0,21.67,0.0,0.0,6.0,202.2,36.0,12788.0,9.0,0.0,good
104,3,3,1,23,4500.0,8.9,142.89,54000.0,24.44,0.0,0.0,11.0,265.1,36.0,23210.0,22.0,0.0,good
3560,1,0,8,37,15000.0,13.11,342.15,100000.0,7.74,0.0,0.0,6.0,414.6,60.0,10468.0,21.0,0.0,good
6530,1,0,2,41,10000.0,14.33,343.39,49900.0,20.2,0.0,0.0,13.0,204.1,36.0,14510.0,17.0,0.0,good
129,2,4,10,4,8000.0,13.49,184.04,70000.0,12.65,1.0,20.0,6.0,281.7,60.0,5940.0,22.0,0.0,good
1051,10,0,3,16,24375.0,12.12,543.69,62000.0,1.97,0.0,0.0,5.0,383.0,60.0,1065.0,21.0,0.0,good
5240,1,0,2,32,7200.0,7.9,225.29,42000.0,8.31,0.0,38.0,7.0,335.0,36.0,4732.0,26.0,0.0,good
4185,7,0,11,33,3600.0,14.09,123.2,62000.0,21.77,0.0,0.0,9.0,353.0,36.0,35625.0,26.0,0.0,good
4058,3,4,4,2,3600.0,14.33,123.62,70000.0,10.89,0.0,47.0,7.0,256.0,36.0,10010.0,22.0,0.0,good
4510,1,0,3,9,5000.0,7.9,156.46,76000.0,12.98,0.0,0.0,8.0,228.9,36.0,3633.0,11.0,0.0,good
5542,0,4,2,37,10000.0,14.09,342.22,60000.0,17.9,0.0,40.0,7.0,303.6,36.0,9215.0,29.0,0.0,good
471,5,3,10,31,27000.0,7.9,844.84,118000.0,4.65,0.0,0.0,8.0,261.2,36.0,6226.0,21.0,0.0,good
825,11,4,3,28,4800.0,14.09,111.92,80000.0,10.42,0.0,0.0,7.0,336.9,60.0,21459.0,10.0,0.0,good
1466,1,0,2,42,14000.0,11.14,459.28,54000.0,20.58,0.0,67.0,9.0,298.5,36.0,18310.0,22.0,0.0,good
3623,1,0,2,32,19725.0,17.99,500.78,66000.0,17.02,0.0,32.0,14.0,480.0,60.0,8420.0,36.0,0.0,good
4542,7,0,1,12,1200.0,11.14,39.37,40000.0,25.2,0.0,0.0,9.0,250.7,36.0,7837.0,22.0,0.0,good
2364,8,3,2,9,19000.0,12.12,632.17,75000.0,14.8,0.0,0.0,13.0,207.8,36.0,11603.0,20.0,0.0,good
817,8,0,2,9,12000.0,15.31,417.81,68000.0,5.49,0.0,43.0,8.0,356.9,36.0,9846.0,33.0,0.0,good
4476,1,0,2,37,20000.0,16.29,489.45,125000.0,23.3,0.0,0.0,12.0,251.1,60.0,6438.0,25.0,0.0,good
533,2,4,2,37,10000.0,13.11,337.47,60000.0,15.26,0.0,0.0,7.0,268.8,36.0,19691.0,23.0,0.0,good
4086,1,0,2,15,10750.0,14.09,367.88,40000.0,25.95,0.0,0.0,6.0,456.8,36.0,16263.0,20.0,0.0,good
3891,1,0,2,19,6000.0,11.14,196.84,80000.0,11.33,1.0,20.0,7.0,344.2,36.0,13662.0,20.0,0.0,good
936,10,4,8,4,8875.0,11.14,291.15,27000.0,20.89,0.0,56.0,8.0,291.9,36.0,6475.0,17.0,0.0,good
5259,11,0,2,23,6000.0,19.05,220.09,35400.0,34.2,0.0,68.0,8.0,292.8,36.0,4443.0,26.0,0.0,good
3812,5,0,3,39,6000.0,7.9,187.75,68000.0,29.81,0.0,42.0,15.0,339.1,36.0,11489.0,36.0,0.0,good
704,1,0,8,9,21850.0,6.62,670.88,45000.0,23.79,0.0,0.0,7.0,331.8,36.0,2559.0,22.0,0.0,good
2331,1,3,3,4,15000.0,7.9,469.36,125000.0,12.39,0.0,26.0,7.0,465.0,36.0,33442.0,26.0,0.0,good
3651,4,3,2,26,30000.0,8.9,952.6,98000.0,10.29,0.0,0.0,10.0,284.7,36.0,9944.0,34.0,0.0,good
602,0,4,2,38,1500.0,9.76,48.24,34320.0,3.67,0.0,0.0,10.0,200.7,36.0,3112.0,12.0,0.0,good
4557,1,4,1,9,6000.0,12.12,199.63,90000.0,20.92,0.0,0.0,13.0,305.5,36.0,21026.0,51.0,0.0,good
589,3,4,1,4,10000.0,13.67,340.18,55000.0,10.43,0.0,0.0,6.0,286.9,36.0,8471.0,10.0,0.0,good
107,3,0,2,37,28000.0,6.62,859.71,90000.0,15.76,0.0,0.0,8.0,443.0,36.0,22480.0,20.0,0.0,good
4640,1,4,4,32,30000.0,21.0,811.61,275000.0,8.18,0.0,29.0,5.0,425.1,60.0,0.0,13.0,0.0,good
526,7,0,3,24,18000.0,10.74,389.04,145000.0,8.63,0.0,81.0,6.0,281.6,60.0,5799.0,23.0,0.0,good
1988,2,4,1,42,6400.0,10.16,207.0,72500.0,2.58,0.0,0.0,3.0,196.6,36.0,7506.0,6.0,0.0,good
1668,10,4,2,34,17625.0,15.8,426.74,40000.0,15.48,1.0,17.0,9.0,183.1,60.0,10076.0,21.0,0.0,good
6321,5,0,2,26,6000.0,19.52,221.52,47000.0,18.87,0.0,0.0,10.0,262.8,36.0,4543.0,26.0,0.0,good
3106,1,0,2,25,26000.0,14.33,892.8,80500.0,13.04,2.0,18.0,6.0,408.3,36.0,13983.0,31.0,0.0,good
2119,0,4,2,3,10500.0,15.8,368.12,30000.0,21.84,0.0,0.0,8.0,436.6,36.0,6059.0,13.0,0.0,good
2749,1,0,2,19,16500.0,9.71,530.17,55000.0,10.67,0.0,0.0,8.0,299.5,36.0,20646.0,20.0,0.0,good
261,1,0,1,29,15000.0,13.99,512.6,52000.0,11.95,0.0,0.0,12.0,338.3,36.0,14225.0,36.0,0.0,good
603,1,0,3,21,7200.0,13.99,246.05,92000.0,17.71,0.0,28.0,8.0,282.6,36.0,13724.0,29.0,0.0,good
4458,0,0,2,37,12000.0,10.16,388.11,100000.0,28.45,0.0,0.0,22.0,502.2,36.0,60040.0,55.0,0.0,good
4241,3,4,2,4,7425.0,15.8,260.31,42036.0,16.3,0.0,0.0,23.0,291.6,36.0,10962.0,35.0,0.0,good
5690,8,4,2,39,18000.0,13.11,607.45,134000.0,14.52,0.0,58.0,11.0,378.0,36.0,50561.0,33.0,0.0,good
1265,7,0,2,29,12000.0,12.12,399.26,55000.0,33.75,0.0,52.0,10.0,267.5,36.0,16318.0,30.0,0.0,good
3790,4,0,2,4,14000.0,14.33,480.74,83000.0,24.71,0.0,0.0,16.0,270.2,36.0,20226.0,41.0,0.0,good
4210,5,4,2,6,5000.0,10.16,161.72,44000.0,19.72,0.0,0.0,9.0,194.8,36.0,5139.0,11.0,0.0,good
4093,2,4,1,9,9600.0,14.33,329.65,40000.0,18.36,0.0,0.0,12.0,222.8,36.0,13799.0,13.0,0.0,good
3689,1,0,2,26,15000.0,13.99,512.6,40000.0,11.73,0.0,0.0,6.0,323.2,36.0,15851.0,15.0,0.0,good
169,8,4,2,25,5825.0,7.51,181.23,81000.0,29.52,0.0,0.0,15.0,305.5,36.0,6125.0,31.0,0.0,good
2574,1,3,2,9,2650.0,13.11,89.43,38000.0,11.78,0.0,0.0,10.0,313.9,36.0,4191.0,17.0,0.0,good
5348,1,4,8,4,12000.0,19.72,444.26,72000.0,4.43,0.0,0.0,5.0,275.3,36.0,8706.0,8.0,0.0,good
1249,10,4,1,21,6950.0,12.12,231.24,45000.0,6.87,0.0,0.0,7.0,208.7,36.0,6631.0,16.0,0.0,good
281,2,4,2,30,6000.0,8.9,190.52,34200.0,10.56,0.0,0.0,6.0,202.9,36.0,1642.0,7.0,0.0,good
3577,0,0,10,10,12000.0,8.9,381.04,56826.0,7.26,0.0,69.0,7.0,308.5,36.0,8293.0,23.0,0.0,good
600,6,4,2,4,4500.0,6.62,138.17,94000.0,8.02,0.0,0.0,7.0,281.7,36.0,5037.0,22.0,0.0,good
2001,1,0,2,19,8400.0,19.72,310.98,41000.0,17.8,1.0,5.0,12.0,294.5,36.0,8757.0,38.0,0.0,good
2433,1,4,4,4,25200.0,23.63,719.56,72000.0,13.62,1.0,1.0,7.0,279.5,60.0,561.0,28.0,0.0,good
3749,0,0,1,4,27000.0,21.97,1030.73,160000.0,15.35,3.0,14.0,11.0,402.4,36.0,28003.0,44.0,0.0,good
